cord1 cord2 cord3 cord4 cord5 cord6 cord7 cord8 cord9 cord10 cord11 cord12 cord13 cord14 age edu alive middle poor work
323 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 39 4 3 0 1 1
324 2 2 2 1 2 NA NA NA NA NA NA NA NA NA 33 0 5 1 0 1
325 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 34 0 3 1 0 1
326 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 39 0 2 0 1 1
327 2 1 2 2 2 1 NA NA NA NA NA NA NA NA 30 0 6 0 1 1
328 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 36 5 2 0 1 0
329 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 42 3 2 1 0 0
330 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 36 7 2 1 0 1
331 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 28 4 2 1 0 0
332 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 6 2 1 0 0
333 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 35 0 2 1 0 0
334 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 35 7 3 1 0 0
335 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 30 3 3 1 0 0
336 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 20 3 1 1 0 0
337 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 31 5 2 1 0 0
338 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 40 8 2 1 0 0
339 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 10 2 1 0 0
340 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 9 2 1 0 0
341 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 35 0 2 0 1 0
342 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 30 0 3 1 0 1
343 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 6 2 1 0 1
344 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 1 0 1
345 1 2 1 1 2 1 NA NA NA NA NA NA NA NA 30 0 6 1 0 1
346 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 30 0 2 1 0 1
347 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 46 0 4 0 1 1
348 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 36 0 2 0 1 1
349 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 35 5 3 1 0 1
350 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 35 5 3 1 0 1
351 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 37 5 3 0 1 1
352 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 31 0 3 1 0 1
353 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 0 2 0 1 1
354 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 48 0 1 0 1 1
355 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 35 9 2 1 0 1
356 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 48 0 3 1 0 0
357 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 21 4 1 1 0 0
358 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 19 7 2 1 0 0
359 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 3 2 0 1 1
360 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 2 2 1 0 0
361 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 37 6 2 1 0 1
362 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 23 5 2 1 0 0
363 1 1 1 1 2 2 NA NA NA NA NA NA NA NA 47 0 6 0 1 1
364 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 0 2 0 1 1
365 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 0 1 1
366 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 27 5 3 1 0 1
367 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 42 5 2 1 0 0
368 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 28 5 2 0 1 0
369 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 5 2 0 1 0
370 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 38 0 3 1 0 0
371 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 29 1 1 0 1 0
372 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 43 3 3 1 0 0
373 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 23 0 3 0 1 0
374 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 39 5 3 1 0 1
375 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 29 7 3 1 0 0
376 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 40 5 4 1 0 1
377 2 2 2 2 1 NA NA NA NA NA NA NA NA NA 37 5 5 1 0 0
378 1 2 2 1 1 NA NA NA NA NA NA NA NA NA 45 0 5 1 0 0
379 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 47 3 2 0 1 0
380 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 31 0 3 1 0 1
381 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 32 7 1 1 0 0
382 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 33 3 2 0 1 0
383 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 1 2 1 0 1
384 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 5 2 1 0 0
385 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 5 2 1 0 0
386 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 39 0 3 0 1 1
387 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 6 2 1 0 0
388 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 42 5 2 0 1 0
389 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 35 5 2 1 0 0
390 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 6 2 1 0 0
391 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 40 7 2 1 0 0
392 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 35 0 2 0 1 1
393 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 46 0 2 1 0 0
394 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 9 2 1 0 0
395 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 37 0 3 1 0 0
396 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 46 5 2 1 0 0
397 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 44 4 2 0 1 0
398 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 40 7 2 1 0 0
399 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 35 7 2 0 1 1
400 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 39 5 3 1 0 1
401 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 33 0 3 0 1 1
402 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 1 0 1
403 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 33 0 2 0 1 1
404 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 45 0 3 0 1 1
405 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 26 0 3 0 1 0
406 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 41 9 3 1 0 0
407 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 33 3 1 1 0 1
408 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 42 8 2 1 0 0
409 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 42 5 2 0 0 0
410 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 40 0 2 1 0 1
411 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 20 6 2 0 1 0
412 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 0 2 0 1 0
413 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 35 0 2 0 1 1
414 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 32 0 2 1 0 0
415 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 39 7 3 1 0 1
416 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 45 7 1 1 0 0
417 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 0 1 1
418 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 27 10 2 1 0 0
419 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 33 6 2 1 0 0
420 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 1 0 0
421 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 35 0 1 1 0 0
422 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 42 5 2 1 0 0
423 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 40 5 3 1 0 0
424 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 44 4 2 1 0 1
425 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 0 1 1
426 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 38 12 2 1 0 0
427 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 22 8 3 0 1 0
428 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 10 2 1 0 1
429 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 0 2 0 1 1
430 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 24 4 2 1 0 1
431 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 0 1 1
432 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 30 11 2 1 0 1
433 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 31 0 2 0 1 1
434 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 39 4 2 1 0 0
435 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 19 0 2 0 1 1
436 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 42 0 2 0 1 1
437 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 20 6 2 0 1 0
438 1 2 1 2 1 NA NA NA NA NA NA NA NA NA 36 0 5 1 0 0
439 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 26 0 3 0 1 0
440 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 2 2 0 1 0
441 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 45 0 3 0 1 0
442 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 22 0 2 1 0 0
443 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 38 4 2 1 0 0
444 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 7 2 1 0 0
445 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 27 0 2 1 0 0
446 2 2 2 2 NA NA NA NA NA NA NA NA NA NA 30 0 4 1 0 0
447 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 41 0 2 1 0 0
448 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 0 2 1 0 0
449 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 5 2 0 1 0
450 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 27 0 1 0 1 0
451 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 24 0 2 1 0 1
452 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 24 9 3 1 0 0
453 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 24 6 2 1 0 0
454 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 34 2 2 1 0 1
455 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 33 3 4 0 1 0
456 2 2 1 1 NA NA NA NA NA NA NA NA NA NA 40 0 4 1 0 1
457 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 29 3 3 0 1 1
458 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 41 5 2 1 0 0
459 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 31 3 2 1 0 0
460 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 10 2 1 0 1
461 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 2 2 1 0 1
462 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 36 0 3 1 0 1
463 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 7 2 1 0 0
464 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 10 2 1 0 0
465 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 36 5 3 1 0 1
466 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 33 5 2 1 0 0
467 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 20 9 2 1 0 1
468 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 33 6 3 1 0 0
469 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 41 2 2 1 0 1
470 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 35 3 2 0 1 1
471 2 1 2 2 1 NA NA NA NA NA NA NA NA NA 26 0 5 0 1 1
472 1 1 1 1 NA NA NA NA NA NA NA NA NA NA 23 0 4 1 0 0
473 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 26 0 4 0 1 0
474 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 25 4 3 1 0 0
475 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 28 0 2 1 0 0
476 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 31 2 3 1 0 0
477 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 41 0 2 0 1 1
478 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 2 2 0 1 0
479 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 0 2 1 0 1
480 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 22 0 3 1 0 0
481 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 0 1 1
482 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 32 0 2 0 1 1
483 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 36 0 2 0 1 1
484 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 37 0 3 1 0 1
485 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 23 0 3 1 0 1
486 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 32 0 3 0 1 1
487 1 2 1 2 NA NA NA NA NA NA NA NA NA NA 40 2 4 1 0 1
488 2 2 2 2 NA NA NA NA NA NA NA NA NA NA 26 0 4 0 1 1
489 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 19 0 3 1 0 1
490 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 1
491 1 2 1 2 NA NA NA NA NA NA NA NA NA NA 37 0 4 1 0 1
492 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 20 3 2 1 0 1
493 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 20 0 2 1 0 0
494 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 36 10 2 1 0 1
495 1 1 2 1 2 NA NA NA NA NA NA NA NA NA 39 0 5 1 0 1
496 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 35 4 2 1 0 1
497 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 22 10 2 1 0 0
498 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 38 0 3 1 0 0
499 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 7 2 1 0 1
500 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 43 0 3 0 1 1
501 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 26 9 1 0 1 0
502 1 1 1 1 1 2 NA NA NA NA NA NA NA NA 32 0 6 1 0 0
503 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 0 2 0 1 1
504 2 2 1 1 NA NA NA NA NA NA NA NA NA NA 28 0 4 0 1 1
505 2 2 2 2 1 NA NA NA NA NA NA NA NA NA 32 0 5 0 1 0
506 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 21 7 3 1 0 0
507 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 0
508 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 38 0 3 1 0 0
509 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 0 2 0 1 0
510 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 18 4 1 1 0 0
511 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 19 5 3 1 0 0
512 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 29 6 3 1 0 0
513 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 32 5 3 1 0 0
514 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 27 5 2 1 0 0
515 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 37 0 3 0 1 1
516 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 29 3 3 1 0 0
517 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 36 0 4 1 0 0
518 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 10 2 1 0 0
519 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 6 2 1 0 1
520 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 41 10 2 1 0 0
521 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 39 0 2 1 0 1
522 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 2 2 1 0 1
523 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 39 5 3 0 1 0
524 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 10 2 1 0 1
525 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 39 5 2 1 0 0
526 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 8 2 1 0 0
527 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 29 0 1 0 1 1
528 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 34 5 3 1 0 1
529 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 35 5 3 1 0 1
530 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 40 7 1 1 0 1
531 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 5 2 1 0 1
532 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 39 0 3 1 0 1
533 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 28 0 2 1 0 1
534 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 1 0 0
535 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 33 0 3 0 1 1
536 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 44 0 2 0 1 0
537 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 0 2 0 1 1
538 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 1 0 1
539 2 1 2 1 NA NA NA NA NA NA NA NA NA NA 42 0 4 0 1 1
540 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 24 3 2 1 0 1
541 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 40 0 3 0 1 1
542 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 30 7 2 1 0 1
543 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 33 0 3 1 0 1
544 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 27 0 2 1 0 1
545 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 32 0 2 0 1 1
546 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 20 0 2 1 0 0
547 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 33 7 2 1 0 0
548 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 0 2 0 1 1
549 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 2 2 0 1 1
550 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 28 0 2 0 1 1
551 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 6 2 1 0 0
552 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 41 2 1 1 0 0
553 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 23 0 2 0 1 1
554 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 44 7 3 1 0 1
555 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 47 4 2 1 0 0
556 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 10 2 1 0 1
557 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 40 3 2 1 0 0
558 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 0 1 1
559 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 2 2 1 0 1
560 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 21 5 2 0 1 1
561 1 2 1 1 NA NA NA NA NA NA NA NA NA NA 32 0 4 1 0 1
562 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 22 5 2 1 0 0
563 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 40 0 1 1 0 1
564 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 27 10 2 0 1 0
565 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 34 10 2 1 0 0
566 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 47 5 2 1 0 0
567 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 10 2 1 0 0
568 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 24 4 2 1 0 0
569 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 38 0 3 1 0 1
570 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 24 5 2 1 0 1
571 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 18 4 2 1 0 0
572 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 31 10 2 1 0 0
573 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 3 2 1 0 1
574 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 27 11 2 1 0 1
575 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 9 2 1 0 0
576 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 5 2 1 0 0
577 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 37 2 1 1 0 1
578 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 23 0 2 0 1 0
579 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 37 4 3 1 0 1
580 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 20 7 2 1 0 0
581 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 0 2 1 0 0
582 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 35 5 3 1 0 1
583 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 32 12 2 1 0 0
584 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 32 12 2 1 0 0
585 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 43 4 3 1 0 0
586 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 34 0 3 1 0 0
587 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 18 10 2 1 0 0
588 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 28 0 2 0 1 1
589 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 0 1 1
590 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 31 3 2 1 0 1
591 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 28 5 3 1 0 1
592 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 22 9 2 1 0 1
593 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 36 5 4 1 0 0
594 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 0 2 1 0 0
595 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 3 2 1 0 1
596 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 0 1 0
597 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 28 6 2 1 0 1
598 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 48 5 3 1 0 1
599 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 31 0 3 1 0 1
600 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 3 2 1 0 1
601 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 37 0 3 0 1 1
602 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 0 1 0
603 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 38 4 3 1 0 1
604 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 35 0 3 0 1 0
605 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 5 2 1 0 0
606 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 31 4 1 1 0 1
607 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 22 10 2 1 0 0
608 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 26 5 3 1 0 1
609 2 1 2 1 NA NA NA NA NA NA NA NA NA NA 48 0 4 1 0 0
610 1 1 1 2 NA NA NA NA NA NA NA NA NA NA 40 0 4 1 0 1
611 1 1 2 2 NA NA NA NA NA NA NA NA NA NA 41 0 4 1 0 1
612 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 25 0 3 1 0 0
613 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 27 8 2 1 0 0
614 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 34 5 2 1 0 0
615 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 34 0 2 0 1 1
616 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 0 2 0 1 1
617 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 24 6 2 1 0 1
618 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 21 0 2 1 0 1
619 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 27 3 3 1 0 1
620 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 32 0 3 1 0 1
621 2 2 1 2 1 NA NA NA NA NA NA NA NA NA 44 5 5 0 1 1
622 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 1
623 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 36 0 4 1 0 1
624 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 49 0 3 1 0 1
625 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 29 3 3 1 0 0
626 2 2 2 1 2 1 NA NA NA NA NA NA NA NA 42 0 6 1 0 1
627 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 33 0 3 1 0 1
628 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 29 0 3 1 0 1
629 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 24 0 2 1 0 0
630 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 39 0 2 1 0 1
631 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 19 5 1 1 0 1
632 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 29 0 3 1 0 1
633 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 1 0 1
634 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 27 0 2 1 0 1
635 1 1 1 1 1 NA NA NA NA NA NA NA NA NA 35 0 5 1 0 1
636 2 1 2 1 NA NA NA NA NA NA NA NA NA NA 26 0 4 1 0 1
637 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 34 0 1 1 0 1
638 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 25 2 3 0 1 1
639 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 32 0 2 0 1 1
640 2 2 2 2 NA NA NA NA NA NA NA NA NA NA 48 0 4 0 1 1
641 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 23 0 2 0 1 1
642 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 32 0 2 1 0 1
643 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 24 0 2 1 0 1
644 2 1 1 2 NA NA NA NA NA NA NA NA NA NA 33 5 4 1 0 1
645 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 12 2 1 0 0
646 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 27 8 3 1 0 0
